Lat,Lng,HDD30,CDD30
29.683329999999998,-82.5,1256,2606
29.683329999999998,-82.26666999999999,1143,2659
30.266666999999998,-82.15,1517,2419
29.71667,-81.5,1134,2590
25.5,-80.283333,117,4962
29.8,-82.533333,1274,2628
25.433332999999998,-80.666667,228,3761
26.46667,-81.43333,441,3284
28.833333000000003,-82.55,1030,2942
30.41667,-81.65,1354,2627
30.283333000000002,-81.4,1212,2631
30.48333,-82.91667,1655,2304
24.55,-81.75,62,4830
28.3,-81.4,704,3106
26.76667,-81.43333,466,3535
28.1,-81.716667,706,3271
30.2,-82.616667,1291,2671
28.020559999999996,-81.92194,489,3866
28.883329999999997,-81.8,1020,2799
30.233333000000002,-82.81666700000001,1181,2866
26.683333,-80.266667,285,3427
30.433333,-83.4,1541,2478
30.05,-83.16667,1420,2749
28.1,-80.63333,610,3179
25.85,-80.133333,154,4070
25.816670000000002,-80.28333,149,4361
30.783333000000002,-87.15,1826,2372
30.416666999999997,-83.95,1778,2202
26.833333000000003,-81.083333,483,3411
27.9,-81.583333,636,3098
27.25,-82.31666700000001,489,3571
26.133333,-81.783333,329,3631
30.516666999999998,-86.5,1920,2271
25.85,-81.03333,201,4109
29.166666999999997,-82.166667,910,2961
27.216666999999998,-80.8,490,3540
28.45,-81.31667,580,3428
29.55,-81.65,1026,2914
30.21667,-85.6,1817,2174
27.583333000000003,-82.416667,661,3151
30.46667,-87.2,1498,2650
25.6,-80.35,279,3565
30.116667,-83.583333,1336,2550
28.016666999999998,-82.133333,626,3231
26.23333,-80.15,219,4200
26.96667,-81.96667,409,3626
30.6,-84.55,1714,2331
25.383329999999997,-80.6,239,3884
29.9,-81.31667,1110,2612
28.333333000000003,-82.283333,657,3262
27.76667,-82.63333,548,3683
28.8,-81.25,799,2991
29.933329999999998,-82.1,1437,2375
29.66667,-83.4,1461,2474
27.2,-80.25,318,3580
30.44,-84.338,1604,2551
25.75,-80.83333,224,4134
27.96667,-82.53333,591,3482
28.15,-82.75,639,3412
25.016667,-80.516667,128,4366
28.616667,-80.81666700000001,696,3289
29.41667,-82.81667,1076,2746
27.083333000000003,-82.416667,543,3493
27.65,-80.41667,455,3428
27.633329999999997,-80.45,520,3105
27.55,-81.8,626,3145
28.51667,-82.58333,994,3017
26.683329999999998,-80.1,246,3999
30.116667,-85.2,1527,2486
28.016666999999998,-81.733333,551,3529
32.183333000000005,-82.56666700000001,1824,2415
31.583333000000003,-84.15,2108,2264
34.16667,-84.73333000000001,3357,1549
31.53333,-82.51666999999999,1560,2482
34.0,-84.3,3490,1327
32.06667,-84.23333000000001,2421,1942
33.55,-82.33333,2955,1684
31.7,-83.65,2038,2197
33.95,-83.31666700000001,2861,1785
33.65,-84.41667,2827,1810
33.36667,-81.96667,2525,1986
30.816670000000002,-84.61667,1880,2309
34.883333,-83.966667,4421,752
31.383333,-84.916667,1942,2338
32.383333,-81.68333299999999,2210,2046
31.15,-81.5,1308,2930
31.15,-81.38333,1545,2548
32.66667,-83.73333000000001,2444,1981
34.5,-84.95,3534,1393
31.233333000000002,-84.216667,1867,2350
33.583333,-85.083333,3401,1298
34.166667,-84.783333,3467,1417
34.016667,-85.25,3456,1426
32.16667,-81.9,2174,2118
34.883333,-83.4,4102,839
31.16667,-84.73333000000001,1727,2379
32.51667,-84.93333,2154,2296
34.21667,-83.43333,3338,1467
31.966666999999998,-83.783333,2143,2323
34.516667,-83.5,3828,1076
33.6,-83.866667,3004,1679
31.766666999999998,-84.783333,1918,2288
34.533333,-83.983333,4078,902
33.91667,-84.81667,3505,1403
34.766667,-84.966667,3377,1622
31.5,-82.85,2070,2250
32.533333,-82.9,2307,2250
32.2,-83.18333299999999,2145,2224
34.116667,-82.866667,3523,1345
33.266667,-84.283333,2889,1631
30.816670000000002,-82.35,1657,2355
31.716666999999998,-83.25,1981,2301
30.73333,-82.13333,1338,2642
33.033333,-83.95,3018,1553
31.6,-85.05,1845,2248
31.866667,-81.616667,1552,2534
34.3,-83.833333,3099,1531
31.933333,-81.916667,1911,2277
33.03333,-84.75,3003,1616
34.35,-82.93333299999999,3062,1661
32.283333,-83.466667,2182,2317
34.7,-83.73333000000001,3939,1021
31.03333,-82.75,2073,1999
32.81667,-83.16667,2405,2023
34.466667,-84.43333299999999,3758,1127
31.65,-81.85,1728,2468
31.48333,-81.88333,1750,2345
34.7,-85.283333,3747,1233
33.033333,-85.033333,3078,1551
33.0,-82.416667,2482,2000
31.916666999999997,-82.68333299999999,2142,2122
32.05,-84.8,2732,1630
32.7,-83.65,2364,2115
32.45,-83.93333,2754,1769
32.4,-82.06667,1744,2491
32.88333,-82.2,2167,2159
33.083333,-83.216667,2794,1829
32.8,-81.93333299999999,2508,1926
33.3,-83.68333299999999,3070,1622
31.183333,-83.783333,1757,2289
31.2,-81.98333000000001,1802,2180
31.25,-83.21667,2042,1947
32.58333,-81.5,2308,2083
33.366667,-84.8,3093,1535
32.05,-84.36667,2434,1908
30.783333000000002,-83.56666700000001,1788,2315
34.25,-85.166667,3510,1360
32.983333,-82.81666700000001,2571,1903
31.4,-81.28333,1709,2396
32.083333,-81.083333,1799,2454
33.53333,-83.1,2871,1753
31.71667,-82.2,1824,2186
32.6,-82.333333,2249,2111
32.683333000000005,-84.533333,2902,1610
32.883333,-84.333333,2751,1665
30.833333000000003,-83.983333,1556,2416
31.483333000000002,-83.533333,2031,2167
34.583333,-83.333333,3219,1457
33.86667,-83.53333,2983,1728
33.45,-82.65,2958,1679
33.733333,-82.733333,3049,1640
31.216666999999998,-82.35,1718,2543
31.25,-82.38333,1690,2404
33.083333,-82.016667,2514,1846
32.866667,-85.18333299999999,2615,1935
34.0,-83.71667,3404,1348
42.95,-112.83333,7817,256
42.766667,-112.86666000000001,6773,501
43.333333,-115.48333000000001,6724,571
42.5,-112.56667,7816,273
43.633333,-113.31666000000001,8482,262
43.6,-115.91666000000001,6228,708
44.083333,-111.41666000000001,8611,153
47.25,-115.91667,7150,355
47.983333,-116.56666000000001,7370,181
43.183333000000005,-112.35,7498,288
42.933333000000005,-114.95,6300,613
43.71667,-116.2,6325,648
43.53333,-116.06667,5730,743
43.56667,-116.21667,5727,807
48.7,-116.16666000000001,6890,287
44.83333,-116.9,5283,1232
42.88333,-115.8,5377,852
42.6,-114.75,6728,526
42.53333,-113.76666999999999,6210,608
48.08333,-116.06667,7368,204
43.65,-116.66666000000001,5606,911
44.55,-116.63333,6726,646
44.5,-116.05,9224,100
42.55,-114.86667,6326,481
44.5,-114.23333000000001,7535,362
44.0,-113.76666000000002,9219,99
45.1,-114.23333000000001,8837,100
47.7,-116.63333,6540,426
42.033333,-116.3835,7098,322
44.75,-116.43333,6525,719
43.46667,-113.56667,8241,378
43.583333,-116.73333000000001,5205,790
45.55,-115.46667,10582,14
43.733333,-111.11666000000001,9179,90
44.233333,-112.23333000000001,8437,325
46.5,-116.3,5434,694
45.833333,-115.41666000000001,8620,62
46.78333,-116.16667,7885,137
43.866667,-116.48333000000001,5646,792
43.35,-114.8,8471,255
46.1,-115.55,5982,499
43.033333,-112.43333,7756,239
44.033333,-115.91666000000001,7083,325
45.05,-113.91666000000001,8766,129
42.95,-115.31666000000001,5837,734
42.583333,-111.73333000000001,8046,224
42.983333,-116.1,5709,740
45.916667,-116.05,6508,318
43.683333000000005,-113.61666000000001,10344,42
42.8,-114.93333,5608,748
43.98333,-112.25,8460,286
42.6,-114.13333,6666,530
46.63333,-115.8,7964,126
43.3,-115.05,8662,185
42.416667,-114.53333,6565,466
43.8,-113.01666000000002,8105,327
43.833333,-115.83333,7995,207
43.48333,-112.01666999999999,7604,373
43.35,-111.78333,9464,85
43.51667,-112.06667,7917,322
43.53333,-112.95,8673,296
44.416667,-111.4,10024,60
42.716667,-114.53333,6483,651
47.53333,-116.13333,6951,296
43.7,-114.35,9398,97
46.06667,-115.93333,6416,403
43.516667,-116.3,5752,579
44.66667,-113.35,9546,69
46.383333,-117.01666000000002,5220,792
42.116667,-111.3,9010,167
44.083333,-115.61666000000001,7840,151
43.916667,-113.61666000000001,8611,199
42.16667,-112.31667,7825,296
42.31667,-113.35,6910,355
42.66667,-113.0,6881,539
44.6,-113.91666000000001,8574,188
44.933333000000005,-116.1,8888,87
42.65,-112.2,7461,311
44.71667,-115.01666999999999,7764,219
42.5,-113.48333000000001,6715,534
42.316666999999995,-111.28333,8727,220
46.733333,-117.0,6706,254
43.1,-115.71666,6084,812
43.6,-116.56667,5873,692
44.966667,-116.26666000000002,8894,109
46.23333,-116.23333000000001,7223,191
42.25,-113.9,6706,380
44.13333,-116.28333,6904,463
46.483333,-116.26666000000002,5712,600
43.366667,-111.23333000000001,7509,339
43.783333,-116.95,6120,645
42.616667,-113.75,6740,473
44.083333,-116.93333,5603,831
43.3,-114.06667,8542,228
46.5,-115.8,8212,109
42.86667,-112.48333000000001,7109,387
49.0,-116.5,7290,258
46.916667,-116.9,7223,112
46.51667,-114.7,8350,132
42.13333,-111.83333,7480,362
48.25,-117.0,7961,141
43.81667,-111.78333,8325,236
43.2,-116.75,6749,410
43.066666999999995,-114.15,7521,382
45.416667,-116.31666000000001,5120,869
42.616667,-113.68333,7193,319
43.966667,-111.66666000000001,8909,162
47.316666999999995,-116.56666000000001,6870,341
45.18333,-113.9,7776,344
48.283333,-116.56666000000001,7422,185
42.933333000000005,-114.36666000000001,6610,751
45.36667,-114.3,7034,511
43.00222,-116.83166999999999,7349,414
42.65,-111.6,9045,149
44.233333,-114.91666000000001,10870,11
43.25,-116.38333,5022,1214
43.45,-111.36667,8341,206
45.1,-114.85,8250,206
43.85,-111.26666000000002,9821,71
42.58333,-114.46667,6300,587
42.55,-114.35,6715,364
47.466833,-115.7925,7596,182
45.266667,-115.66666000000001,10258,10
44.3,-116.96666,5670,905
46.21667,-116.63333,7976,104
44.91667,-115.48333000000001,9549,32
38.516667,-88.0,4840,1438
41.2,-90.75,6724,774
38.88333,-90.18333,5149,1354
37.466667,-89.25,4383,1330
42.483333,-88.1,6930,670
41.75,-88.31666700000001,6859,661
42.16667,-88.15,7149,624
38.51667,-89.85,4612,1339
38.0,-88.91667,4712,1412
37.133333,-88.65,4183,1501
38.56667,-90.21667,4826,1378
37.0,-89.16667,4113,1716
37.733333,-89.216667,4930,1179
39.283333,-89.883333,5384,1184
38.63333,-89.36667,5183,1211
38.06667,-88.18333,4664,1338
39.483333,-88.366667,5310,1159
40.733333,-88.733333,6002,986
42.11667,-87.76666999999999,6630,702
41.98333,-87.9,6498,830
41.783333,-87.6,5787,994
41.78333,-87.75,6083,1001
40.05,-87.7,5555,1027
39.85,-88.95,5458,1142
41.93333,-88.76666999999999,6979,736
41.816666999999995,-89.6,7099,688
37.43333,-88.66667,4022,1531
38.016667,-89.233333,4606,1414
41.08333,-88.41667,6606,774
39.11667,-88.55,5533,1114
42.033333,-88.266667,6975,679
42.33333,-90.25,7643,488
38.383333,-88.366667,5156,1177
40.233333,-88.633333,6058,982
38.766667,-88.5,4906,1224
42.283333,-89.6,7317,611
41.9,-90.15,7093,683
40.966667,-90.366667,6347,941
41.166667,-89.81666700000001,6450,901
41.35,-88.43333,6408,889
41.45,-90.166667,6321,1009
40.466667,-88.383333,6318,857
40.233333,-90.93333299999999,6101,1003
39.683333000000005,-90.733333,5760,1058
37.81667,-88.55,4666,1379
40.3,-90.06666700000001,5980,1059
41.3,-89.31667,6237,948
39.15,-89.466667,4727,1527
40.466667,-87.666667,5722,1030
39.75,-90.3,5853,945
39.133333,-90.35,5449,1125
41.5,-88.1,6464,809
41.13333,-87.88333,6359,888
37.98333,-89.95,4655,1532
41.25,-89.9,6849,736
41.03333,-89.4,5831,1060
40.583333,-90.966667,6124,1009
42.41667,-88.05,6955,634
40.15,-89.366667,5987,962
42.216667,-88.6,6906,745
37.733333,-88.916667,5168,1112
40.2,-89.7,5695,1088
39.483333,-88.383333,5687,1134
38.083333,-88.533333,4932,1275
40.9,-89.033333,6357,906
41.45,-90.5,6415,969
40.91667,-90.63333,6045,923
41.816666999999995,-89.966667,6759,765
39.366667,-89.416667,5766,1049
38.416667,-87.75,4887,1320
42.083333,-89.833333,7124,638
38.31667,-88.86667,5211,1191
39.63333,-89.03333,5685,1099
38.366667,-89.516667,4769,1370
39.0,-88.166667,5524,1043
40.51667,-89.0,6190,998
37.18333,-89.4,4205,1425
38.733333,-88.06666700000001,5264,1152
41.366667,-88.833333,6331,894
39.0,-87.616667,4870,1342
39.383333,-89.083333,5622,1109
39.616667,-87.7,5712,1029
41.5,-87.68333,6355,866
41.683333000000005,-88.983333,7408,584
40.46667,-88.1,6288,847
40.66667,-89.68333,6097,998
41.333333,-89.1,6525,868
40.7,-88.13333,6268,895
40.883333,-88.616667,6276,909
41.38333,-89.48333000000001,6317,947
40.95,-89.783333,6670,775
39.93333,-91.2,5681,1094
39.9,-91.43333299999999,5707,1117
40.316666999999995,-88.166667,6046,1054
41.9,-89.06667,7269,647
42.2,-89.1,6933,768
41.51667,-90.56667,6179,1100
37.45,-88.3,4805,1132
40.133333,-90.56666700000001,5922,1010
38.65,-88.96667,5169,1320
37.16667,-88.43333,4465,1414
38.2,-89.7,4997,1242
39.83333,-89.66667,5596,1165
42.35,-90.0,7162,591
41.28333,-89.5,6221,875
39.8,-88.283333,5333,1264
40.1,-88.233333,5916,979
38.833333,-89.083333,5437,1175
39.5,-89.766667,5278,1236
41.55,-89.583333,6712,811
38.333333,-90.15,4879,1377
40.766667,-87.733333,6308,866
42.35,-87.85,7031,613
41.866667,-88.1,6053,942
39.55,-90.366667,5680,1033
39.433333000000005,-88.6,5300,1157
40.1,-85.68333,5807,872
41.633333,-85.0,6973,556
41.38333,-85.06667,6100,759
40.66667,-84.95,5974,868
39.2,-86.55,5348,1017
40.8,-85.16667,6315,856
38.05,-87.26666999999999,4541,1355
40.53333,-87.46667,6507,747
39.416667,-85.016667,5682,907
39.81667,-85.18333,6426,619
38.25,-85.55,4829,1079
41.133333,-85.483333,6550,659
39.216667,-85.93333299999999,5367,1059
38.86667,-86.83333,4779,1275
40.05,-86.9,6223,810
40.6,-86.68333299999999,5750,934
38.45,-86.7,5125,1088
40.26667,-85.83333,6179,787
38.31667,-86.45,4779,1050
38.033333,-87.483333,4140,1616
38.03333,-87.53333,4617,1422
40.18333,-85.11667,6301,722
41.0,-85.21667,6205,830
40.31667,-86.5,6041,835
38.86667,-87.3,5286,1110
41.33333,-85.13333,6268,713
41.58333,-85.83333,6075,826
39.65,-86.85,5579,1066
39.783333,-85.8,5818,971
39.33333,-85.45,5573,992
40.433333000000005,-85.366667,5794,860
41.53333,-87.25,6497,776
40.883333,-85.5,6150,870
41.63333,-87.08333,6456,694
39.73333,-86.26666999999999,5521,1042
39.75,-86.11667,5783,942
40.766667,-87.43333299999999,6265,882
40.41667,-86.05,6368,771
40.35,-86.86667,6206,842
41.65,-85.41667,6832,605
41.533333,-86.266667,6589,654
41.6,-86.733333,6338,801
40.75,-86.366667,6192,808
40.75,-86.35,6159,867
41.28333,-87.43333,6642,734
38.683333000000005,-85.333333,4860,1135
40.483333,-85.733333,6143,819
39.43333,-86.41667,5750,862
39.16667,-85.05,5932,660
37.933333000000005,-87.9,4784,1290
40.2,-85.41667,6022,895
40.05,-85.333333,6215,717
39.0,-85.633333,4927,1050
39.783333,-86.18333299999999,5901,873
41.63333,-87.18333,6057,828
38.88333,-86.53333,5468,966
38.56667,-86.46667,5354,1006
40.06667,-87.5,6055,887
38.5,-87.283333,4940,1243
41.33333,-86.3,6460,734
41.35,-86.3,6035,863
40.43333,-84.96667,6298,733
41.63333,-85.2,6832,657
38.366667,-87.56666700000001,4867,1302
40.933333000000005,-87.083333,6308,864
39.88333,-84.88333,5942,769
41.06667,-86.21667,6446,763
39.78333,-87.15,5166,1134
39.61667,-85.43333,5858,842
38.216667,-86.75,4444,1264
38.633333,-86.166667,4894,1067
38.7,-85.76666999999999,5138,1122
38.98333,-85.9,5472,943
39.16667,-87.25,5450,1002
39.51667,-85.76666999999999,5510,1019
38.55,-86.75,5343,1000
41.65,-86.25,6294,812
39.283333,-86.766667,6132,705
38.28333,-87.25,4967,1259
37.95,-86.76666999999999,4645,1333
39.35,-87.41667,5433,1107
40.25,-85.98333000000001,6387,664
41.466667,-87.166667,6270,745
38.75,-85.08333,4652,1264
38.73333,-87.5,5332,1130
40.8,-85.83333,6487,663
41.43333,-86.93333,6522,696
41.233333,-85.85,6474,668
38.66667,-87.18333,4600,1373
40.41667,-86.93333,5732,1024
40.466667,-86.9,6132,863
41.18333,-87.06667,6516,725
40.0,-86.33333,5591,975
41.0,-86.65,6337,788
40.16667,-84.96667,6155,783
40.96667,-92.78333,6525,896
43.083333,-94.25,8009,582
42.733333,-92.85,7179,776
42.021390000000004,-93.77389000000001,6791,830
42.116667,-91.3,7279,650
41.7,-93.61667,6961,881
41.383333,-95.016667,6800,872
41.716667,-94.93333299999999,7334,671
40.816666999999995,-94.05,6576,891
40.666667,-94.666667,6559,935
41.9,-92.283333,7045,787
42.26667,-90.41667,7155,712
40.716667,-92.416667,6313,952
42.066666999999995,-93.883333,6998,821
43.083333,-93.75,8030,626
40.81667,-91.16667,5948,1095
42.03333,-94.88333,7139,828
42.3,-91.016667,7223,706
42.06667,-95.81667,6492,955
41.88333,-91.7,6837,858
41.96667,-91.66667,6488,910
40.716667,-92.833333,6324,966
41.033333,-93.3,6780,829
43.06667,-92.66667,7337,715
42.73333,-95.55,7485,742
40.716667,-95.3,6626,867
42.733333,-93.733333,7658,716
41.833333,-90.166667,6416,915
42.03333,-93.3,7179,763
41.266667,-91.366667,6221,991
40.983333,-94.583333,6604,908
40.76667,-93.31667,6563,890
43.383333,-92.166667,8156,529
41.03333,-94.4,6787,845
43.3,-91.8,7360,695
42.033333,-95.35,7204,808
41.53333,-93.65,6436,1052
42.53333,-90.65,6891,908
42.4,-90.7,7270,656
42.36667,-93.15,7426,731
42.85,-91.416667,7281,631
43.1,-94.68333299999999,7799,694
43.4,-94.833333,8015,592
41.016667,-91.95,6048,1060
42.85,-91.8,7961,532
43.25,-93.666667,7839,674
42.516667,-94.2,7513,746
40.63333,-91.28333,5709,1248
41.05,-95.75,6323,1057
41.3,-94.466667,6361,946
41.75,-92.716667,7306,653
42.366667,-92.75,7462,695
41.683333000000005,-94.5,6914,872
42.78333,-91.1,6892,866
42.75,-93.25,7676,683
41.666667,-95.3,7077,778
43.0,-96.483333,7619,736
42.71667,-94.16667,7372,745
42.35,-95.466667,7332,788
42.5,-91.78333,6930,820
41.366667,-93.55,6759,790
41.616667,-91.5,6052,1134
42.5,-93.35,7482,699
41.98333,-94.45,7002,828
40.366667,-91.43333299999999,5820,1138
40.733333,-91.95,5686,1203
41.316666999999995,-93.1,6554,923
43.466667,-95.333333,8047,649
40.633333,-93.93333299999999,6425,983
41.58333,-90.41667,6246,1072
42.783333,-96.15,7419,795
40.75,-93.75,6663,843
41.633333,-95.8,6695,937
42.48333,-91.45,7375,617
42.233333,-95.8,6974,890
42.06667,-90.6,7163,709
42.05,-92.883333,7191,787
43.13333,-93.16667,8016,619
43.15,-93.33333,7765,655
43.383333,-95.18333299999999,7753,677
40.75,-94.25,6519,899
40.983333,-91.616667,6110,934
41.433333000000005,-91.016667,6138,1039
43.066666999999995,-92.266667,7416,691
41.783333,-93.05,6666,989
43.45,-93.216667,8209,566
41.316666999999995,-95.4,6813,850
42.666667,-91.916667,7536,657
42.033333,-96.083333,6534,942
43.283333,-92.783333,7983,594
41.016667,-93.766667,6732,855
41.3,-92.6,6684,869
41.1,-92.45,6145,1088
41.866667,-94.1,7083,803
42.733333,-94.666667,7583,728
43.083333,-95.633333,7567,728
40.81667,-92.9,6495,952
41.016667,-95.2,6541,956
43.433333000000005,-96.166667,7930,725
42.4,-94.616667,7366,781
42.433333000000005,-94.983333,7442,697
43.183333000000005,-95.65,8086,627
43.183333000000005,-95.85,8090,596
40.766667,-95.383333,6247,1057
43.4,-95.75,8387,518
40.75,-95.633333,6181,1080
41.333333,-92.2,6798,831
43.083333,-96.2,7045,873
42.38333,-96.36667,6900,914
42.883333,-95.133333,7522,690
43.166667,-95.133333,7687,703
42.633333,-95.2,7597,685
43.38333,-94.28333,7848,638
41.766667,-91.133333,7096,747
42.0,-92.56666700000001,7280,688
42.816666999999995,-92.25,7696,643
42.166667,-92.016667,6988,754
41.3,-91.68333299999999,6416,990
42.55,-92.4,7348,758
43.266667,-91.483333,7724,575
42.466667,-93.81666700000001,7286,744
41.65,-92.016667,6851,788
41.316666999999995,-94.016667,6785,821
38.88333,-97.2,4765,1695
37.083333,-98.983333,4375,1727
39.466667,-98.833333,5797,1247
37.16667,-98.08333,4656,1712
37.05,-99.966667,4895,1501
39.55,-95.133333,5379,1300
39.816666999999995,-101.05,6216,1005
39.833333,-97.633333,5668,1229
39.466667,-98.116667,5318,1482
37.53333,-101.56667,4768,1399
38.5,-99.2,5357,1363
39.35,-101.38333,6338,879
38.033333,-96.633333,5411,1271
38.8,-99.73333000000001,5478,1275
39.716667,-96.133333,5642,1153
37.683333000000005,-95.45,4619,1465
37.8,-100.33333,5340,1252
39.366667,-97.266667,4922,1594
38.93333,-95.33333,5482,1242
39.383333,-101.06666,6302,891
37.266667,-99.333333,4359,1649
37.183333000000005,-94.85,4596,1419
39.55,-97.65,5524,1333
38.283333,-96.533333,5233,1357
38.68333,-96.51666999999999,5403,1325
37.75,-100.01666,5037,1481
37.816666999999995,-96.833333,4891,1453
37.0,-100.9,4941,1310
38.733333,-98.233333,5614,1290
38.43333,-96.2,5187,1339
38.866667,-96.1,5586,1171
37.833333,-96.25,4879,1484
37.5,-96.033333,4806,1416
38.25,-96.93333299999999,4750,1506
37.833333,-94.7,4742,1506
37.5,-95.766667,4767,1421
37.966667,-100.81666,5245,1318
37.98333,-100.81667,5423,1191
38.283333,-95.233333,4582,1518
37.51667,-94.83333,4563,1563
39.5,-98.31667,5670,1298
39.333333,-101.7,6023,894
38.35,-98.766667,4782,1580
37.616667,-99.3,5258,1386
38.866667,-99.333333,5517,1317
38.633333,-100.56666,5671,1180
38.666667,-96.95,5415,1329
39.35,-99.83333,5761,1148
38.66667,-94.9,5116,1349
39.466667,-95.733333,5583,1240
39.683333000000005,-95.6,5251,1367
37.466667,-96.266667,4773,1470
39.35,-100.41666,5836,1104
38.1,-98.65,4623,1697
37.183333000000005,-101.33333,5026,1280
37.933333000000005,-98.033333,5146,1454
37.183333000000005,-95.716667,4471,1602
37.916667,-95.43333299999999,4807,1464
38.25,-99.96667,5612,1193
38.25,-95.75,5211,1308
38.6,-97.95,5422,1262
37.65,-98.1,4898,1620
37.916667,-99.416667,5078,1387
39.666667,-99.116667,6121,1123
37.9,-101.26666,5336,1251
38.183333000000005,-99.1,5051,1443
38.95,-95.25,4685,1582
39.26667,-94.9,5331,1356
38.483333,-101.35,5950,933
37.033333,-100.91666,4770,1437
39.03333,-98.11667,5558,1413
39.9,-98.03333,6005,1073
39.2,-96.583333,5120,1465
39.783333,-98.216667,6197,1101
38.38333,-97.08333,5399,1354
39.85,-96.633333,5876,1192
39.78333,-101.38333,6113,899
38.383333,-97.666667,5213,1421
37.283333,-100.33333,4859,1437
37.283333,-98.583333,4818,1577
38.5,-95.7,5201,1282
39.08333,-96.88333,5530,1282
39.133333,-97.7,4880,1684
38.15,-94.81667,5047,1391
37.18333,-95.45,4646,1503
38.45,-99.9,5410,1305
38.05,-97.33333,4932,1602
39.81667,-99.93333,6115,1045
39.683333000000005,-99.85,5608,1202
37.45,-97.85,4792,1670
39.133333,-100.85,5977,1031
39.816666999999995,-100.53333,6013,1072
38.866667,-94.833333,4847,1406
39.21667,-95.31667,5225,1288
38.616667,-95.283333,4581,1581
38.566666999999995,-94.866667,4730,1481
37.333333,-95.266667,4684,1470
39.11667,-95.41667,5346,1311
39.73333,-99.31667,5835,1259
39.233333,-99.31666700000001,5837,1185
38.65,-95.56667,5196,1372
37.65,-98.733333,4595,1567
39.066666999999995,-100.23333000000001,5798,1102
37.26667,-101.76666999999999,5313,1185
38.86667,-98.81667,5341,1380
38.9,-101.18333,5873,1112
39.766667,-101.8,6001,975
38.8,-97.65,4952,1600
38.483333,-100.9,5733,1093
37.133333,-96.18333299999999,4445,1586
38.9,-101.75,5882,1034
39.783333,-98.783333,5452,1405
38.216667,-98.2,5042,1513
37.483333,-100.83333,5315,1170
37.983333,-101.75,5462,1216
39.06667,-95.63333,5225,1357
37.75,-95.93333,4814,1445
38.466667,-101.76666,5922,959
39.733333,-95.18333299999999,5835,1069
39.25,-96.6,5669,1233
37.583333,-101.35,5138,1339
38.916667,-99.733333,5488,1315
39.2,-96.3,4877,1487
39.816666999999995,-97.05,5188,1444
39.416667,-99.416667,5739,1228
37.266667,-97.416667,4628,1744
37.683333000000005,-97.333333,4765,1658
37.13333,-99.06667,4995,1525
38.96667,-98.48333000000001,5314,1371
37.25,-96.983333,4678,1567
39.066666999999995,-101.25,5851,1024
38.533333,-82.633333,5217,943
36.866667,-83.883833,4510,1096
37.8,-85.46667,4497,1136
36.86667,-88.95,4067,1500
36.9,-86.13333,4256,1425
36.85,-83.333333,4604,1005
37.433333000000005,-86.9,4221,1349
37.566666999999995,-84.3,4231,1150
37.91667,-85.65,4225,1326
37.0,-86.45,4243,1413
37.48333,-85.15,4648,1151
37.333333,-85.35,4249,1202
38.683333000000005,-85.18333299999999,4432,1254
39.06667,-84.66667,5148,1064
37.48333,-84.43333,4400,1056
38.383333,-84.3,5102,1055
37.583333,-84.766667,4776,1138
37.8,-84.71667,4208,1306
37.75,-84.33333,4769,1094
37.71667,-85.86667,4897,1091
38.666667,-84.333333,5308,974
38.133333,-83.55,4821,1064
38.2,-84.883333,5129,994
36.96667,-88.28333,3662,1904
37.0,-85.91667,3862,1509
36.9,-88.0,4109,1465
37.4,-83.93333,5448,711
38.333333,-82.93333299999999,5228,865
37.266667,-85.45,4451,1312
37.76667,-86.43333,4405,1257
37.55,-83.766667,4958,922
37.85,-87.583333,4374,1344
37.583333,-85.75,4280,1171
36.866667,-87.45,4298,1433
37.166667,-83.366667,4712,1001
37.6,-83.31667,4358,1059
36.86667,-85.11667,4356,1237
37.483333,-86.3,4541,1142
38.03333,-84.55,4713,1154
37.08333,-84.08333,4374,1099
38.18333,-85.73333000000001,4352,1443
36.966667,-88.833333,4119,1439
37.316666999999995,-87.483333,3919,1608
37.183333000000005,-86.1,4224,1234
37.15,-83.75,4766,901
36.78333,-88.63333,3910,1484
38.633333,-83.716667,5006,1074
36.6,-83.716667,4594,973
36.833333,-84.85,4631,1029
38.05,-83.966667,4880,1063
37.35,-84.33333,4599,1102
36.6,-88.333333,3861,1628
37.28333,-86.25,4728,1172
37.766667,-87.15,4159,1565
37.066666999999995,-88.766667,4265,1471
37.066666999999995,-88.583333,3893,1635
37.816666999999995,-82.8,4427,1300
37.11667,-87.86667,3774,1661
37.4,-87.76666999999999,4575,1395
37.21667,-86.9,4260,1429
37.61667,-86.5,5082,1047
36.85,-86.883333,4365,1308
36.75,-86.2,3881,1362
38.2,-85.2,5219,981
37.11667,-84.61667,4358,1081
36.7,-84.483333,4788,900
36.88333,-85.71667,4197,1217
37.86667,-82.61667,5096,888
38.76667,-84.96667,5015,1057
37.366667,-84.56666700000001,4435,1015
37.916667,-83.25,5166,867
36.73333,-84.16667,4637,940
31.3,-92.416667,1908,2602
31.383329999999997,-92.3,2057,2323
30.75,-90.45,1872,2297
32.133333,-93.1,2506,2057
32.766667,-91.9,2487,2269
30.53333,-91.15,1689,2628
32.36667,-92.93333,2419,2166
30.783333000000002,-89.866667,1865,2425
29.33333,-89.4,1159,2973
31.383329999999997,-92.71667,1961,2514
30.383329999999997,-91.26666999999999,1813,2370
31.016666999999998,-92.283333,1882,2507
29.35,-89.55,1289,2836
