puma_id,metro,micro,_none
1703530,1,0,0
3200406,1,0,0
2900400,0.428571428571429,0.25,0.321428571428571
4701500,0.333333333333333,0.666666666666667,0
0400133,1,0,0
3603703,1,0,0
4802315,1,0,0
1801002,1,0,0
4802504,1,0,0
1703208,1,0,0
3604108,1,0,0
1700600,0,0.6,0.4
0603732,1,0,0
1302004,1,0,0
4500603,1,0,0
3903100,1,0,0
0603760,1,0,0
2801300,1,0,0
5555103,1,0,0
4804801,1,0,0
3401202,1,0,0
3602902,1,0,0
2701000,1,0,0
5401000,1,0,0
0800600,0.2,0.466666666666667,0.333333333333333
2902700,0.148148148148148,0.592592592592593,0.259259259259259
0603710,1,0,0
4802700,1,0,0
1800401,1,0,0
1301900,0.758620689655172,0.241379310344828,0
0607302,1,0,0
3902800,0.166666666666667,0.833333333333333,0
3702700,0.642857142857143,0.357142857142857,0
3100901,1,0,0
0900102,1,0,0
1304001,1,0,0
0606701,1,0,0
4803200,0.0303030303030303,0.272727272727273,0.696969696969697
2201501,1,0,0
1201111,1,0,0
1703529,1,0,0
3603101,1,0,0
4804626,1,0,0
2601500,1,0,0
3905501,1,0,0
5311601,1,0,0
3902600,0,1,0
2102300,0.810810810810811,0,0.189189189189189
0603722,1,0,0
2801800,0.823529411764706,0,0.176470588235294
3905505,1,0,0
0500200,1,0,0
3501100,0,0.864864864864865,0.135135135135135
1303700,0.571428571428571,0,0.428571428571429
4203201,1,0,0
3402102,1,0,0
0800813,1,0,0
3901802,1,0,0
4700700,0,0.896551724137931,0.103448275862069
1701204,1,0,0
0607315,1,0,0
0500300,0.117647058823529,0.529411764705882,0.352941176470588
5530000,1,0,0
0804104,1,0,0
3701703,1,0,0
0606703,1,0,0
3904104,1,0,0
5541004,1,0,0
4100300,0,0.875,0.125
4802310,1,0,0
3703102,1,0,0
